supplier_id,sku,ean,upc,isbn,gtin,name,slug,short_description,description,brand_id,category_id,cost_price,base_price,base_price_tax,special_price,special_price_start,special_price_end,discount_type,discount_value,stock_qty,manage_stock,type,visibility,weight,width,height,length,meta_title,meta_description,meta_keywords,is_featured,is_new,tax_class_id,status,created_at,updated_at,deleted_at
,3004,,,,,Toalha de m?os em rolo AUTOCORTE SOFT LINE c/6,toalha-de-maos-em-rolo-autocorte-soft-line-c6,Produto profissional indicado para toalha de m?os em rolo autocorte soft line c/6.,"Toalha de m?os em rolo AUTOCORTE SOFT LINE c/6 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,16.90,21.95,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,3006,,,,,Papel tipo chaminÇ SOFT LINE c/6 rolos,papel-tipo-chamine-soft-line-c6-rolos,Produto profissional indicado para papel tipo chaminÇ soft line c/6 rolos.,"Papel tipo chaminÇ SOFT LINE c/6 rolos Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,14.82,19.25,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,5003,,,,,Rolo Papel Industrial SOFT LINE 400 mts,rolo-papel-industrial-soft-line-400-mts,Produto profissional indicado para rolo papel industrial soft line 400 mts.,"Rolo Papel Industrial SOFT LINE 400 mts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,25.99,33.75,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,5000,,,,,Papel HigiÇnico Jumbo SOFT LINE c/18 100mts,papel-higienico-jumbo-soft-line-c18-100mts,Produto profissional indicado para papel higiÇnico jumbo soft line c/18 100mts.,"Papel HigiÇnico Jumbo SOFT LINE c/18 100mts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,23.97,31.13,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,5002,,,,,Papel higiÇnico domÇstico Pasta 108R,papel-higienico-domestico-pasta-108r,Produto profissional indicado para papel higiÇnico domÇstico pasta 108r.,"Papel higiÇnico domÇstico Pasta 108R Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,13.48,17.5,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,4001,,,,,Toalhetes de Mesa 40GRS 30x45 c/900,toalhetes-de-mesa-40grs-30x45-c900,Produto profissional indicado para toalhetes de mesa 40grs 30x45 c/900.,"Toalhetes de Mesa 40GRS 30x45 c/900 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,8.86,11.5,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,4002,,,,,Toalhas de Mesa 40GRS 70x70,toalhas-de-mesa-40grs-70x70,Produto profissional indicado para toalhas de mesa 40grs 70x70.,"Toalhas de Mesa 40GRS 70x70 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,9.05,11.75,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,4003,,,,,Toalhas de Mesa 40GRS 80x80,toalhas-de-mesa-40grs-80x80,Produto profissional indicado para toalhas de mesa 40grs 80x80.,"Toalhas de Mesa 40GRS 80x80 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,10.55,13.7,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,4004,,,,,Toalhas de Mesa 40GRS 90x90,toalhas-de-mesa-40grs-90x90,Produto profissional indicado para toalhas de mesa 40grs 90x90.,"Toalhas de Mesa 40GRS 90x90 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,13.01,16.9,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,4007,,,,,Toalhas de Mesa 40GRS 80x120,toalhas-de-mesa-40grs-80x120,Produto profissional indicado para toalhas de mesa 40grs 80x120.,"Toalhas de Mesa 40GRS 80x120 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,14.68,19.07,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9031,,,,,Papel Vegetal 500 folhas 50x75,papel-vegetal-500-folhas-50x75,Produto profissional indicado para papel vegetal 500 folhas 50x75.,"Papel Vegetal 500 folhas 50x75 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,21.18,27.5,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9034,,,,,Papel Vegetal 500 folhas 25x40,papel-vegetal-500-folhas-25x40,Produto profissional indicado para papel vegetal 500 folhas 25x40.,"Papel Vegetal 500 folhas 25x40 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,7.66,9.95,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9187,,,,,Rolo TÇrmico 80x60x11 c/10 rolos,rolo-termico-80x60x11-c10-rolos,Produto profissional indicado para rolo tÇrmico 80x60x11 c/10 rolos.,"Rolo TÇrmico 80x60x11 c/10 rolos Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,7.51,9.75,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9272,,,,,Rolo TÇrmico 57x35x11 c/10,rolo-termico-57x35x11-c10,Produto profissional indicado para rolo tÇrmico 57x35x11 c/10.,"Rolo TÇrmico 57x35x11 c/10 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,3.84,4.99,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,ECO-JUMBO-12,,,,,Papel higiÇnico jumbo 18 Rolos ECO LINE,papel-higienico-jumbo-18-rolos-eco-line,Produto profissional indicado para papel higiÇnico jumbo 18 rolos eco line.,"Papel higiÇnico jumbo 18 Rolos ECO LINE Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,12.71,16.5,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,ECO-JUMBO-18,,,,,Papel higiÇnico jumbo 12 Rolos ECO LINE,papel-higienico-jumbo-12-rolos-eco-line,Produto profissional indicado para papel higiÇnico jumbo 12 rolos eco line.,"Papel higiÇnico jumbo 12 Rolos ECO LINE Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,0.00,0,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,ECO-TM-2021,,,,,Papel higiÇnico jumbo 18 Rolos ECO LINE,papel-higienico-jumbo-18-rolos-eco-line-8149,Produto profissional indicado para papel higiÇnico jumbo 18 rolos eco line.,"Papel higiÇnico jumbo 18 Rolos ECO LINE Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,12.71,16.5,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,ECO-TM-2021-N,,,,,Toalha de M?o 20x21 Tissue Folha simples,toalha-de-mao-20x21-tissue-folha-simples,Produto profissional indicado para toalha de m?o 20x21 tissue folha simples.,"Toalha de M?o 20x21 Tissue Folha simples Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,11.84,15.38,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,ECO-ZETA,,,,,Toalha de M?o 20x21 Natural,toalha-de-mao-20x21-natural,Produto profissional indicado para toalha de m?o 20x21 natural.,"Toalha de M?o 20x21 Natural Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,10.51,13.65,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,GC-JUMBO-ECO,,,,,Rolo Zeta ChaminÇ c/6 Rolos ECO LINE,rolo-zeta-chamine-c6-rolos-eco-line,Produto profissional indicado para rolo zeta chaminÇ c/6 rolos eco line.,"Rolo Zeta ChaminÇ c/6 Rolos ECO LINE Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,11.17,14.5,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,GC-JUMBO-PREM,,,,,Papel HigiÇnico Jumbo GC Ecol¢gico Pack 18,papel-higienico-jumbo-gc-ecologico-pack-18,Produto profissional indicado para papel higiÇnico jumbo gc ecol¢gico pack 18.,"Papel HigiÇnico Jumbo GC Ecol¢gico Pack 18 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,25.09,32.58,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,GC-MECHA,,,,,Papel HigiÇnico Jumbo GC Premium Pack 18,papel-higienico-jumbo-gc-premium-pack-18,Produto profissional indicado para papel higiÇnico jumbo gc premium pack 18.,"Papel HigiÇnico Jumbo GC Premium Pack 18 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,30.65,39.8,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,GC-IND,,,,,Rolo Mecha GC Ecol¢gico,rolo-mecha-gc-ecologico,Produto profissional indicado para rolo mecha gc ecol¢gico.,"Rolo Mecha GC Ecol¢gico Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,15.36,19.95,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,GC-TM-V2,,,,,Rolo Industrial GC Ecol¢gico 2F,rolo-industrial-gc-ecologico-2f,Produto profissional indicado para rolo industrial gc ecol¢gico 2f.,"Rolo Industrial GC Ecol¢gico 2F Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,25.37,32.95,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,6001,,,,,Toalha de M?o GC Ecol¢gico V2,toalha-de-mao-gc-ecologico-v2,Produto profissional indicado para toalha de m?o gc ecol¢gico v2.,"Toalha de M?o GC Ecol¢gico V2 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,29.32,38.08,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,6002,,,,,Saqueta de Papel S03 25x10x6,saqueta-de-papel-s03-25x10x6,Produto profissional indicado para saqueta de papel s03 25x10x6.,"Saqueta de Papel S03 25x10x6 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,10.67,13.86,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,6003,,,,,Saqueta de Papel S04 55x10x6,saqueta-de-papel-s04-55x10x6,Produto profissional indicado para saqueta de papel s04 55x10x6.,"Saqueta de Papel S04 55x10x6 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,19.21,24.95,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,6004,,,,,Saqueta de Papel S08 31x18x7,saqueta-de-papel-s08-31x18x7,Produto profissional indicado para saqueta de papel s08 31x18x7.,"Saqueta de Papel S08 31x18x7 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,16.91,21.96,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,6005,,,,,Saqueta de Papel S10 41x18x7,saqueta-de-papel-s10-41x18x7,Produto profissional indicado para saqueta de papel s10 41x18x7.,"Saqueta de Papel S10 41x18x7 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,20.30,26.36,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,6006,,,,,Saqueta de Papel S11 55x18x7,saqueta-de-papel-s11-55x18x7,Produto profissional indicado para saqueta de papel s11 55x18x7.,"Saqueta de Papel S11 55x18x7 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,29.11,37.8,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,6007,,,,,Saqueta de Papel S14 41x30x9,saqueta-de-papel-s14-41x30x9,Produto profissional indicado para saqueta de papel s14 41x30x9.,"Saqueta de Papel S14 41x30x9 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,33.36,43.32,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,16001,,,,,Saqueta de Talheres S01 28x8x3,saqueta-de-talheres-s01-28x8x3,Produto profissional indicado para saqueta de talheres s01 28x8x3.,"Saqueta de Talheres S01 28x8x3 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,18.40,23.9,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,16002,,,,,"Caixa de Pastelaria P6 16,5x12x6",caixa-de-pastelaria-p6-165x12x6,"Produto profissional indicado para caixa de pastelaria p6 16,5x12x6.","Caixa de Pastelaria P6 16,5x12x6 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,0.17,0.22,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,16003,,,,,Caixa de Pastelaria P12 19x15x7,caixa-de-pastelaria-p12-19x15x7,Produto profissional indicado para caixa de pastelaria p12 19x15x7.,"Caixa de Pastelaria P12 19x15x7 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,0.19,0.25,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,16004,,,,,"Caixa de Pastelaria P18 20,5x17x7",caixa-de-pastelaria-p18-205x17x7,"Produto profissional indicado para caixa de pastelaria p18 20,5x17x7.","Caixa de Pastelaria P18 20,5x17x7 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,0.22,0.28,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,16008,,,,,Caixa de Pastelaria P24 24x24x10,caixa-de-pastelaria-p24-24x24x10,Produto profissional indicado para caixa de pastelaria p24 24x24x10.,"Caixa de Pastelaria P24 24x24x10 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,0.25,0.32,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,16005,,,,,Caixa de Pastelaria P28 28x28x10,caixa-de-pastelaria-p28-28x28x10,Produto profissional indicado para caixa de pastelaria p28 28x28x10.,"Caixa de Pastelaria P28 28x28x10 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,0.33,0.43,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,16009,,,,,Caixa de Pastelaria P33 33x33x10,caixa-de-pastelaria-p33-33x33x10,Produto profissional indicado para caixa de pastelaria p33 33x33x10.,"Caixa de Pastelaria P33 33x33x10 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,0.74,0.96,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,16006,,,,,Caixa de Pastelaria P36 35x16x10,caixa-de-pastelaria-p36-35x16x10,Produto profissional indicado para caixa de pastelaria p36 35x16x10.,"Caixa de Pastelaria P36 35x16x10 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,0.52,0.67,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,16007,,,,,"Caixa de Pastelaria P42 42,5x25,5x9,5",caixa-de-pastelaria-p42-425x255x95,"Produto profissional indicado para caixa de pastelaria p42 42,5x25,5x9,5.","Caixa de Pastelaria P42 42,5x25,5x9,5 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,0.41,0.53,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,10001,,,,,Caixa de Pastelaria P52 42x52x10,caixa-de-pastelaria-p52-42x52x10,Produto profissional indicado para caixa de pastelaria p52 42x52x10.,"Caixa de Pastelaria P52 42x52x10 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,1.16,1.5,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,10002,,,,,Forma Alum°nio Retangular N7319 c/Tampa,forma-aluminio-retangular-n7319-ctampa,Produto profissional indicado para forma alum°nio retangular n7319 c/tampa.,"Forma Alum°nio Retangular N7319 c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.30,0.39,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,10003,,,,,Forma Alum°nio Retangular N7315 c/Tampa,forma-aluminio-retangular-n7315-ctampa,Produto profissional indicado para forma alum°nio retangular n7315 c/tampa.,"Forma Alum°nio Retangular N7315 c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.29,0.38,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,10004,,,,,Forma Alum°nio Retangular MÇdia N7313 c/Tampa,forma-aluminio-retangular-media-n7313-ctampa,Produto profissional indicado para forma alum°nio retangular mÇdia n7313 c/tampa.,"Forma Alum°nio Retangular MÇdia N7313 c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.22,0.29,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,10005,,,,,Forma Alum°nio Retangular Extra N7332 c/Tampa,forma-aluminio-retangular-extra-n7332-ctampa,Produto profissional indicado para forma alum°nio retangular extra n7332 c/tampa.,"Forma Alum°nio Retangular Extra N7332 c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.46,0.6,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,10006,,,,,Forma Alum°nio Redonda N0150 c/Tampa,forma-aluminio-redonda-n0150-ctampa,Produto profissional indicado para forma alum°nio redonda n0150 c/tampa.,"Forma Alum°nio Redonda N0150 c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.13,0.17,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,10007,,,,,Forma Alum°nio Redonda N0760 c/Tampa,forma-aluminio-redonda-n0760-ctampa,Produto profissional indicado para forma alum°nio redonda n0760 c/tampa.,"Forma Alum°nio Redonda N0760 c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.14,0.18,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,10008,,,,,Forma Alum°nio Redonda N6314 c/Tampa,forma-aluminio-redonda-n6314-ctampa,Produto profissional indicado para forma alum°nio redonda n6314 c/tampa.,"Forma Alum°nio Redonda N6314 c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.17,0.22,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,10009,,,,,Forma Alum°nio Oval N6326 c/Tampa,forma-aluminio-oval-n6326-ctampa,Produto profissional indicado para forma alum°nio oval n6326 c/tampa.,"Forma Alum°nio Oval N6326 c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.32,0.42,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,10010,,,,,Caixa PP 500 Sopa c/Tampa,caixa-pp-500-sopa-ctampa,Produto profissional indicado para caixa pp 500 sopa c/tampa.,"Caixa PP 500 Sopa c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,8.69,11.28,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,NK-9002,,,,,Caixa PP 1000 Sopa c/Tampa,caixa-pp-1000-sopa-ctampa,Produto profissional indicado para caixa pp 1000 sopa c/tampa.,"Caixa PP 1000 Sopa c/Tampa Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,9,,6.62,8.6,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,NK-9001,,,,,Rolo de Alum°nio 30x300mts,rolo-de-aluminio-30x300mts,Produto profissional indicado para rolo de alum°nio 30x300mts.,"Rolo de Alum°nio 30x300mts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,16.94,22,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,NK-9003,,,,,Rolo de Pel°cula Alimentar 30x300mts,rolo-de-pelicula-alimentar-30x300mts,Produto profissional indicado para rolo de pel°cula alimentar 30x300mts.,"Rolo de Pel°cula Alimentar 30x300mts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,7.89,10.25,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9111,,,,,Rolo de Pel°cula Alimentar 45x300mts,rolo-de-pelicula-alimentar-45x300mts,Produto profissional indicado para rolo de pel°cula alimentar 45x300mts.,"Rolo de Pel°cula Alimentar 45x300mts Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,8,,10.74,13.95,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,3002,,,,,Copo Policarbonato Inquebr†vel,copo-policarbonato-inquebravel,Produto profissional indicado para copo policarbonato inquebr†vel.,"Copo Policarbonato Inquebr†vel Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,109.99,142.85,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
